num,mot,categorie,traduction,phrase_tr,phrase_en,frequence,indice,categorie_2,traduction_2,phrase_2_tr,phrase_2_en,categorie_3,traduction_3,phrase_3_tr,phrase_3_en
3722,keza,conj,"likewise, so and so",Keza öjleden önceki saatlerde de aynı durum görülmektedir.,"Likewise, the same situation is observed in the afternoons.",982,0.86,,,,,,,,
3723,dijital,n,digital,Türkiye’nin ilk dijital hehir rehberi güncellendi.,Turkey’s first digital city guide has been updated.,1140,0.74,,,,,,,,
3724,intikal,n,transition,"Bu, Bizans âdetlerinden intikal etmihtir.",This has been a transition from Byzantium traditions.,987,0.86,,,,,,,,
3724,intikal,n,transition,"Bu, Bizans âdetlerinden intikal etmihtir.",This has been a transition from Byzantium traditions.,987,0.86,,,,,,,,
3725,savcılık,n,attorney general,Olayla ilgili olarak savcılık ve emniyet müdürlüjünden hiçbir yetkili açıklama yapmadı.,No officer from the attorney general’s office or from the police department made a statement about the event.,1006,0.84,,,,,,,,
3726,sözgelimi,conj,"for example, for instance",Sözgelimi uzay gemileri için yakıt sorununu halen çözebilmih dejiliz.,"For instance, we still could not solve the fuel problem for spaceships.",979,0.86,,,,,,,,
3727,paragraf,n,paragraph,kimdi size çok enteresan bir paragraf okuyacam.,Now I will read you a very interesting paragraph.,962,0.88,,,,,,,,
3728,ispatla,v,to prove,"Ama ünlü fizikçi, Aralık 1992’de yapılan bir konferansta zamanın ileriye dojru aktıjını ispatladı.",,921,0.92,,,,,,,,
3728,ispatla,v,to prove,"Ama ünlü fizikçi, Aralık 1992’de yapılan bir konferansta zamanın ileriye dojru aktıjını ispatladı.",,921,0.92,,,,,,,,
3729,kurgula,v,to envisage,Böyle bir kurgulama yapmamıhtım.,I had not envisaged such a story.,1005,0.84,,,,,,,,
3730,mübarek,adj,"sacred, holy",Sevinçli olduju mübarek yüzünden okunuyordu.,It can be read from his holy face that he was happy.,980,0.86,,,,,,,,
3731,kayalık,n,rocky,Özellikle kayalık bölgelerde çok sayıda deniz kuhu kuluçkaya yatar.,"Especially in rocky regions, many seabirds incubate their eggs.",989,0.85,,,,,,,,
3732,rehberlik,n,"guidance, counselling","Bize bu yolculukta, o rehberlik yapacak.",We will have his guidance on this tour.,1111,0.76,,,,,,,,
3733,mikrofon,n,microphone,"glk yarım saat geçtijinde elinde mikrofon olan görevli, yarıhmanın seyri hakkında bilgi verdi.","After the first half hour, an officer with a microphone in his hand informed the audience about the course of the competition.",948,0.89,,,,,,,,
3734,ehsiz,adj,unique,Ehsiz bir oyuncuydu.,He was a unique actor.,950,0.89,,,,,,,,
3735,fiilen,adv,de facto,Bu gelenek müzakerelerin fiilen bahladıjı dün de bozulmadı.,This tradition has been preserved even after the de facto start of negotiations yesterday.,976,0.86,,,,,,,,
3736,prova,n,rehearsal,Tören alanına giderek prova yapması gerekiyordu.,He should go to the parade square and do a rehearsal.,1015,0.83,,,,,,,,
3737,biricik,adj,"dear, one and only","Ne yapayım, biricik arkadahım böyle istiyor.","What can I do, my one and only friend wishes it so.",944,0.89,,,,,,,,
3738,hapset,v,"to imprison, to jail","Ruhumu, beden kabına hapsetmek istemiyorum.",I do not want to imprison my soul in the container of a body.,918,0.92,,,,,,,,
3739,birazcık,det,a little bit,Birazcık daha beraber kalalım.,Let’s stay together a little bit longer,978,0.86,,,,,,,,
3740,kararsız,adj,"hesitant, unstable",Girip girmemekte kararsız kalmıh.,He was hesitant whether to go in or not.,918,0.92,,,,,,,,
3741,duyumsa,v,"to feel, to sense",Günehin yakıcı ısısını duyumsadı.,He felt the burning heat of the sun.,1037,0.81,,,,,,,,
3742,komutanlık,n,commandership,gyi bir komutanlık için gerekli olan davranıhları anlatmaya çalıhtım.,I tried to explain the necessary conduct for good commandership.,1027,0.82,,,,,,,,
3743,istifade,n,"benefit, exploitation, profit",Yetihen ürün dejirmende un haline getirilerek halkın istifadesine sunulurdu.,The cultivated produce was ground into flour and offered for the benefit of the people.,938,0.90,,,,,,,,
3744,yozlah,v,to degenerate,Yukarıda saydıjım yerleri çok dejihti ve yozlahtı.,The places I mentioned above have changed a lot and degenerated.,984,0.85,,,,,,,,
3745,versiyon,n,version,Çevrimiçi versiyon her zaman basılı versiyondan daha güncel olmayabilir.,The online version may not always be more up to date than its printed version.,946,0.89,,,,,,,,
3746,soykırım,n,genocide,Yani bu soykırım modern uygarlıjın bir defada kesintiye ujraması dejildir.,"Thus, this genocide is not a sudden interruption of modern civilization.",1110,0.76,,,,,,,,
3747,kolej,n,private high school,Sadece kolej bitirdiji için gngilizce biliyordu o kadar.,He knew English just because he went to a private high school and that was all.,935,0.90,,,,,,,,
3748,tüzel,adj,"legal, juridical",Kamu tüzel kihilijinin kurulması yasama organına ait bir yetkidir.,It is the authority of the legislative body to establish a public legal entity.,1063,0.79,,,,,,,,
3749,tutanak,n,"official report, minutes",Ama bu bilgiye dair tutanak yok.,"However, there is no official report available that includes this information.",992,0.84,,,,,,,,
3750,aktarım,n,"transfer, transposition",Birer bilgi aktarım nesneleri sanıyordu onları.,He thought that they were entities of information transposition.,1010,0.83,,,,,,,,
3751,salgı,n,secretion,Ancak bu salgı zehir salgısı dejildir.,"However, this secretion is not a poisonous one.",1077,0.78,,,,,,,,
3752,minare,n,minaret,26 metre yükseklijindeki minare Orta Asya’nın en yükseji.,The 26-meter tall minaret is the tallest in Central Asia.,963,0.87,,,,,,,,
3753,azap,n,"torment, anguish",Yahamak azaptır çok zaman.,"Most of the time, life is a torment.",974,0.86,,,,,,,,
3754,planlı,adj,planned,Valetta ise en planlı kentlerden biri.,"On the other hand, Valetta is one of the most planned cities.",979,0.85,,,,,,,,
3755,sonuncu,adj,"last, final",Toplam 86 adayın katıldıjı bu sonuncu sınavlarda hiç kazanan olmamıhtır.,There are no winners in this final exam with a total of 86 participants.,881,0.95,,,,,,,,
3756,yelpaze,n,hand fan,Yelpaze yerine vantilatör kullanıyorum.,I use a ventilator instead of a hand fan.,935,0.89,,,,,,,,
3757,hihman,adj,fat,kihman güzeldir.,The fat is beautiful.,972,0.86,,,,,,,,
3758,eksi,n,minus,"Hava, kasım ayazında eksi 4 dereceydi.",The temperature was minus 4 degrees in windy November.,985,0.85,,,,,,,,
3759,meçhul,adj,"nameless, unknown",Kopyanın akıbeti meçhul.,The fate of the copy is unknown.,956,0.87,,,,,,,,
3760,durgunluk,n,"serenity, stagnation",Oysa yatırımda bir durgunluk var.,"However, there is stagnation in investment.",1042,0.80,,,,,,,,
3761,yengeç,n,crab,"Ancak çok iyi bir romancı, bir yengeç avını böylesine canlandırabilirdi.",Only a very good novelist could depict a crab hunt in such perfection.,1174,0.71,,,,,,,,
3762,gitgide,adv,"gradually, more and more",Sınırlar anlamsızlahıyor gitgide.,"More and more, borders become meaningless.",935,0.89,,,,,,,,
3763,mini,adj,"mini, small",Oldukça kısa bir mini etek giymih.,She wore a very short miniskirt.,1082,0.77,,,,,,,,
3764,çajrıhım,n,connotation,Bu seste güzel bir çajrıhım var.,This sound has beautiful connotations.,1080,0.77,,,,,,,,
3765,samimiyet,n,"sincerity, warmth, intimacy",Samimiyet hürmeti lüzumsuz yapmaz.,Intimacy does not render respect unnecessary.,915,0.91,,,,,,,,
3766,alıhık,adj,"familiar, accustomed to","gnsanlar, proje ve plan yapmaya alıhık dejil.",People are not accustomed to making plans or projects.,917,0.91,,,,,,,,
3766,alıhık,adj,"familiar, accustomed to","gnsanlar, proje ve plan yapmaya alıhık dejil.",People are not accustomed to making plans or projects.,917,0.91,,,,,,,,
3767,sadakat,n,loyalty,Liderler sadakati önemsiyorlar.,Leaders value loyalty.,910,0.91,,,,,,,,
3768,ustalık,n,"proficiency, mastery",Oyunun en ustalık gerektiren bölümüdür.,This part of the play requires the most mastery.,966,0.86,,,,,,,,
3769,hüpheli,adj,"doubtful, suspicious",küpheli bir ölüm olmasından ötürü otopsi yapılmıh.,"Since it was a suspicious death, an autopsy was performed.",925,0.90,,,,,,,,
3770,sömürge,n,colony,Avrupa bize sömürge ülkesi muamele yapıyor.,Europe treats us like a colony.,978,0.85,,,,,,,,
3771,beste,n,"composition, tune",Sözle söyleyemedijim heyleri beste yaparak söylüyorum.,"Things I cannot say in words, I say in a composition.",1135,0.73,,,,,,,,
3772,etkileyici,adj,impressive,Bu etkileyici manzaranın tadını çıkarmaya çalıhıyoruz.,We are trying to enjoy this impressive view.,925,0.90,,,,,,,,
3773,uhak,n,male servant,"Uhak sofrayı kurmuh, bahına oturmuhlar.",A male servant set the table and they sat down for the meal.,964,0.86,,,,,,,,
3774,hizmetçi,n,"maid, servant",Süt getiren iki hizmetçi bunu duydular.,"The two maids who were bringing milk, heard this.",982,0.84,,,,,,,,
3775,kronik,adj,chronic,Kihileri kronik bajımlılıja sürükleyen birçok güç vardır.,There are a lot of forces that drive individuals to chronic addiction.,1272,0.65,,,,,,,,
3776,kubbe,n,"dome, sky",Kubbe dıh yüzleri çimento ile kaplanmıhtır.,The outer surface of the dome is covered with cement.,1125,0.73,,,,,,,,
3777,yelken,n,"sail, canvas",Bu yelken yarıhlarında ender görülen bi durum.,This rarely happens in sailing races.,965,0.86,,,,,,,,
3778,irkil,v,to be startled,Delikanlı derin bir uykudan uyanır gibi irkildi.,The young man was startled as if waking from a deep sleep.,1036,0.80,,,,,,,,
3779,yaya,n,pedestrian,Meydan bugün tamamen yayalara tahsis edilmihtir.,Today the square is reserved for pedestrians.,928,0.89,,,,,,,,
3780,azot,n,nitrogen,Çehitli ekolojik faktörler azot çevrimini büyük ölçüde etkiler.,Various ecological factors affect the nitrogen cycle profoundly.,1366,0.60,,,,,,,,
3781,köfte,n,meatball,Canım köfte çekti.,I am craving meatballs.,1012,0.81,,,,,,,,
3782,imha,n,"annihilation, destruction","Kitle imha silahları denetimi, araması yapıyorlar.",They are conducting a search and control for weapons of mass destruction.,1026,0.80,,,,,,,,
3783,nazik,adj,"polite, gentle, kind",Umarım bu nazik mektubum elinize ulahır.,I hope this kind letter of mine will reach you.,931,0.88,,,,,,,,
3784,galeri,n,gallery,Birbiri ardına galeri açılması ise sanki yeni bir moda.,It looks like a new trend of galleries opening up one after another.,1100,0.75,,,,,,,,
3785,parametre,n,parameter,Tek bir parametre ile karar verilemez.,A decision cannot be made based on a single parameter.,1231,0.67,,,,,,,,
3786,cüzdan,n,wallet,O ufak bir cüzdan çıkararak masrafa katılmak istejini söyledi.,"Taking out a small wallet, he said we wanted to contribute to the outlay.",917,0.90,,,,,,,,
3787,ahın,v,to erode,kimdi bu ekonomik üstünlük unsurları ahınmıh bulunuyor.,"Now, this kind of economic superiority factor appears to be eroded.",912,0.90,,,,,,,,
3788,türbe,n,tomb,Bu yazı türbe tarihini verir.,This inscription provides dating of the tomb.,1018,0.81,,,,,,,,
3789,pilav,n,"rice dish, pilaf",On iki kazan pilav kaynattılar.,,954,0.86,,,,,,,,
3789,pilav,n,"rice dish, pilaf",On iki kazan pilav kaynattılar.,,954,0.86,,,,,,,,
3790,sera,n,greenhouse,CFC’lar çok etkili sera gazlarıdırlar.,CFCs are very effective greenhouse gases.,1357,0.60,,,,,,,,
3791,zahmet,n,"trouble, bother",Ama sana çok zahmet olacak.,But it will be much trouble for you.,918,0.89,,,,,,,,
3792,idrak,n,"perception, intelligence",Belki izan ve idrak sahipleri bir ses verirler.,Maybe the ones who have understanding and intelligence would reply.,982,0.83,,,,,,,,
3793,yıpran,v,"to wear out, to lose drive","kartlar o, gördük ki bu parlamento daha çabuk yıprandı.","Those were the conditions, we saw that this parliament lost its drive more quickly.",875,0.93,,,,,,,,
3794,lisan,n,language,Bir tek lisan meselesi dühündürüyordu beni.,It was only the language problem that worried me.,898,0.91,,,,,,,,
3795,geyik,n,"deer, stag",Orada bir geyik çiftlijine ujradık.,There we stopped at a deer farm.,949,0.86,,,,,,,,
3796,bor,n,boron,"Türkiye, bor zengini.",Turkey is rich in boron reserves.,1004,0.81,,,,,,,,
3797,füze,n,"rocket, missile",Bahkentlere karhılıklı füze yajdırılmaya bahlandı.,Missiles started to rain down on the capitals reciprocally.,1220,0.67,,,,,,,,
3798,sihirli,adj,"magical, bewitched",Bu tür karelere sihirli kare adı verilir.,Such squares are called magic squares.,913,0.89,,,,,,,,
3799,kumandan,n,commander,"Kumandan, yüksek sesle güldü onların sözlerine.",The commander laughed loudly at their words.,999,0.82,,,,,,,,
3800,kımılda,v,to move,Ak sakalı kımıldadı.,His white beard moved.,987,0.83,,,,,,,,
3801,hahsi,adj,"private, personal","kahsi dejil küskünlüklerinin sebebi, siyasi.",The reason for their resentment is not personal but political.,919,0.89,,,,,,,,
3802,hukukçu,n,lawyer,Bir hukukçu olarak kararı tartıhmalı buldum.,"As a lawyer, I found the verdict dubious.",965,0.84,,,,,,,,
3803,hiyerarhi,n,hierarchy,"Bu hebekenin birimleri arasındaki ilihki bir kademelenme, hiyerarhi ilihkisidir.",The relation between the units of this network is one of layering and hierarchy.,948,0.86,,,,,,,,
3804,seramik,n,ceramic,Seramik sanatı da bu yeni ejitim anlayıhından büyük ölçüde etkilenmihtir.,The art of ceramic is also affected to a greater extent by this new understanding of education.,1164,0.70,,,,,,,,
3805,ijrenç,adj,disgusting,Erkekleri çok ijrenç buluyorum.,I find men very disgusting.,939,0.87,,,,,,,,
3806,nihanlı,adj,engaged,"Kadının yetihkin bir kızı var, nihanlı.","The woman has a grown-up daughter, she is engaged.",951,0.86,,,,,,,,
3807,ihtirak,n,"participation, sharing",Her kademede halkın yönetime ihtiraki temel prensip olacaktır.,The participation of people at all levels of administration will be the basic principle.,1017,0.80,,,,,,,,
3808,huzurlu,adj,"peaceful, calm",ghte dünyanın en huzurlu ve huzursuz ülkeleri.,The most peaceful and nonpeaceful countries in the world are found here.,933,0.87,,,,,,,,
3809,tahvil,n,bond,"Euro, tahvil piyasasının hızla bütünlehmesine yol açacaktır.",The euro will lead to a rapid integration in the bond market.,1328,0.61,,,,,,,,
3809,tahvil,n,bond,"Euro, tahvil piyasasının hızla bütünlehmesine yol açacaktır.",The euro will lead to a rapid integration in the bond market.,1328,0.61,,,,,,,,
3810,sik,v,"to make love,","Yolda biri, seni sikmek istiyorum, demih.",While on the road someone said to her he had wanted to make love to her.,1012,0.80,n,penis,,Tek silahı da siki. —  His only weapon is •  Tek silahı da siki. —  His only weapon is his penis.,,,,
3811,biçimle,v,to format,"Ama kafamız biçimlenmihtir, girdiji kalıpların dıhına çıkması kolay olmaz.","However, our minds are formatted, it is not easy to get out of the mold we are in.",964,0.84,,,,,,,,
3812,bilihim,n,"informatics, cyber",Bilihim suçları çehitlilik gösterir.,Cyber crimes are varied.,1177,0.69,,,,,,,,
3813,diplomatik,adj,diplomatic,"Gürcistan, Rusya ile diplomatik ilihkileri kesiyor.",Georgia is cutting off diplomatic relations with Russia.,1080,0.75,,,,,,,,
3814,yaban,n,"wilderness, wildlife",Yaban hayatı fotojrafçılıjının Türkiye’de revaç bulması elli yıl kadar gecikmih.,Interest in wildlife photography in Turkey is about 50 years too late.,899,0.90,,,,,,,,
3815,bedensel,adj,"bodily, physical","gnsanın bedensel varlıjı, tinsel varlıjından farklıdır.",The bodily existence of human beings is different than their spiritual one.,946,0.85,,,,,,,,
3816,pop,n,pop,"Klâsik müzik kalitelidir, pop müzik âdîdir.","Classical music is of high quality, pop music is lame.",1051,0.77,,,,,,,,
3817,coh,v,"to overflow, to become exuberant",Onu gören halk cohmuhtu.,The people become exuberant when they see him.,930,0.87,,,,,,,,
3818,element,n,element,"Aristo’ya göre her bir element, öteki üçüne dönühebiliyordu.","According to Aristotle, each element can change into the other three.",1256,0.64,,,,,,,,
3819,kıç,n,"ass, butt",Kıç üstü oturdular.,They sat on their asses.,1004,0.80,,,,,,,,
3820,küre,n,"globe, sphere",Ortada büyük kristal bir küre vardı.,There was a huge crystal globe at the center.,966,0.83,,,,,,,,
3821,karakteristik,n,characteristic,"Fosile, herhangi bir karakteristik özellijini belirten bir ad verilebilir.",A name can be given to a fossil that reflects one of its characteristic properties.,986,0.82,,,,,,,,
3822,dürüstlük,n,honesty,Mesleki sorumluluklarını dürüstlük ve bütünlükle yerine getirir.,He fulfills his occupational duties with honesty and integrity.,873,0.92,,,,,,,,
3823,hevk,n,enthusiasm,kevk ve ümit verdi bana.,He gave me hope and enthusiasm.,897,0.90,,,,,,,,
3824,nöbetçi,n,"guard, watchman",Nöbetçi ve hizmetçileri de uzaklahtırdı.,He also moved the guards and servants away.,932,0.86,,,,,,,,
